Course Name_y,Course Name_x,Overview,Course Code
Master of Management,None,"The Master of Management enables students to develop an enterprise-wide view of organisations embedded in a global society, integrating views from back-office/shop-floor to boardroom to town-hall meetings. Such a view is deemed essential to prizing the work, people, places and processes needed in a publicly scrutinized global business environment. Gain the knowledge, skills and conceptual frameworks to enable you to identify, question and, through deliberative processes, respond effectively to the complex and demanding issues. Public expectations of post-graduate managers are necessarily high in being prepared to make, defend and be morally accountable for their judgements impacting on people, communities and ecosystems.

This postgraduate course provides students with knowledge and experiences to enhance their professional and public responsibilities in leading and managing, and the stewardship of resources and enterprises. An innovative, flexible structure provides students with maximum choice in selecting subjects and programs of study tailored to meet their personal and professional needs.

The additional elective subject choices provide an opportunity to specialise more deeply in the management discipline and to further enhance students' skills, professional practice, specialist knowledge and capabilities.

",None
Master of Not-for-Profit and Social Enterprise Management,None,"The Master of Not-for-Profit and Social Enterprise reflects best practice, current issues, and emerging trends in not-for-profit and social enterprise, and has been designed for individuals who are passionate about social justice, enabling them to develop innovative solutions that have social impact. With this in mind, the program includes subjects that seek to develop an understanding of the not-for-profit sector and the unique skills needed to effectively manage organisations that have a social purpose at their heart.

This course aims to produce graduates with professional competence in the specialist area of not-for-profit and social enterprise management, as well as high-level general management competencies needed to develop or manage complex organisations involved in the production of social good.

The course has a strong focus on professional practice, including two innovative capstone subjects – Industry Research Project or Internship Experience – which allow students to work either on or with contemporary industry issues and opportunities.

",None
Master of Sport Management,None,"The Master of Sport Management provides advanced insights into the operation of the sport industry, both in Australia and internationally. The course is designed to develop professional skills and knowledge to equip students for collaborative and leadership positions in the fast growing, increasingly complex sport sector. With this in mind, the program includes subjects that develop a critical understanding of sport management across the areas of business, globalisation, governance, marketing, media, development, technology, innovation, and social impact. Importantly, the course is designed for students from diverse backgrounds and delivered using flexible learning methods, thus making it suitable for working professionals as well as domestic and international students.

More than ever, the global sport marketplace is in need of professionals with managerial and commercial but also sport-specific knowledge. With this in mind, the course develops advanced skill sets needed for managers to operate in the increasingly complex and dynamic sport industry.

",None
Master of Real Estate Investment,None,"The UTS Master of Real Estate Investment gives investment, property and finance professionals a competitive advantage in the global property investment boom. It deals with the finance, investment, management, valuation and analysis knowledge required to succeed in the global real estate investment sector. Students are able to integrate highly sought-after property and finance skillsets and advance their career.

Through this degree students learn to understand and analyse the many sociopolitical, economic, financial and environmental factors that drive property investment decisions in a globalised world. They benefit from the faculty staff's academic research and significant industry experience. A number of the course's sessional lecturers have over 30 years' corporate experience.

Students are standout professionals, with a strong record in their industry and recognised qualifications. This calibre of students enables unique networking opportunities and rewarding peer-to-peer learning. Most subjects are offered in intensive blocks that accommodate busy work lives, with the exception of two MBA subjects offered in evening sessions.

The UTS Master of Real Estate Investment may also be studied as a degree incorporating property development, the UTS Master of Property Development and Investment.

",None
Master of Information Technology,None,"This course is designed to enable students to achieve a comprehensive and greater understanding of information technology in specialised technical or management areas. The wide range of specialisations allows students to tailor the course to satisfy their career development needs. Students with an undergraduate background in an information technology-related field are advised to consider the Master of Information Technology (Extension) (C04296).

It is essential to keep IT knowledge and skills up to date. This course provides students with an enhanced understanding of the business context and technical developments shaping contemporary information and communications technology (ICT), and equips them to meet the challenges of working in the IT industry.

",None
Master of Information Technology (Extension),None,"This course is designed to enable students to achieve a comprehensive and greater understanding of information technology in specialised technical or management areas for the IT professional. The wide range of specialisations allows students to tailor the course to satisfy and to broaden their career development needs.

It is essential to keep IT knowledge and skills up to date. This course provides students with an enhanced understanding of the business context and technical developments shaping contemporary information and communications technology (ICT), and equips them to meet the challenges of working in the IT industry, as well as providing the opportunity to develop skills in alternative IT disciplines.

Students who wish to undertake a substantial research project have the opportunity to transfer to the Master of Information Technology (Advanced) (C04297).

",None
Master of Information Technology (Advanced),None,"This course is designed to enable students to achieve a comprehensive and greater understanding of information technology in specialised technical or management areas for the IT professional. The wide range of specialisations allows students to tailor the course to satisfy and broaden their career development needs.

It is essential to keep IT knowledge and skills up to date. This course provides students with an enhanced understanding of the business context and technical developments shaping contemporary information and communications technology (ICT), and equips them to meet the challenges of working in the IT industry with a view to providing a pathway into a higher degree by research.

",None
Master of Orthoptics,None,"The Master of Orthoptics provides the requisite in-depth knowledge, skills and experience to work as an orthoptist in the multidisciplinary eye healthcare sector. Innovative and practice-based in approach, it enables the development of specialist knowledge and skills while preparing students for changing practices in response to new evidence and rapidly emerging medical technologies. The UTS Master of Orthoptics is the only postgraduate course for orthoptics in Australia.

This course is delivered in a student-focused manner that integrates theoretical knowledge with professional practice, building on strong links with the orthoptic profession as well as other professional groups involved in eye and vision care and with industry. During the course, students undertake clinical placements at a variety of sites, including hospitals, private practices and rehabilitation settings. Students are required to take clinical placements in rural, regional or interstate areas of Australia including Indigenous populations, while there is also opportunity to undertake approved international placements. On-campus learning takes place in the Graduate School of Health's state-of-the-art facilities, which opened in 2019. Students have the opportunity to enhance their leadership skills while learning from internationally recognised teachers and researchers, and from practitioners who are at the forefront of implementing new knowledge and technologies in clinical practice.

",None
Master of Clinical Psychology,None,"The UTS Master of Clinical Psychology provides students with a practice-based and research-led education in clinical psychology, encompassing on-campus and online learning, on-campus and off-campus clinical placement, and research. The course is delivered in custom-built, state-of-the-art facilities including the on-campus 100 Broadway Clinic.

The course offers training in professional practice as a clinical psychologist. Uniquely, all academic staff are also experienced, currently practicing clinical psychologists. Through expert supervision in the university clinic, as well as on external placements, students develop strong clinical skills applicable to a wide range of clinical psychology areas of practice.

",None
Master of Good Manufacturing Practice,None,"The Master of Good Manufacturing Practice provides up-to-date and in-depth good manufacturing practice (GMP) knowledge within the pharmaceutical, biotechnology and medical device industries. The course provides critical knowledge of legislation relating to the registration, manufacture, storage and supply of licenced therapeutic goods; GxP and quality systems compliance; and the concepts of quality management, risk management, aseptic practices, supply chain, clinical trials, quality assurance and quality control within this heavily regulated industry – all essential ingredients for career development.

This is the only course of its kind in the Asia–Pacific region. The UTS: Pharmacy discipline has partnered with SeerPharma, the industry’s leading provider of technical compliance and quality assurance knowledge, to deliver students a practice-based and research-led education.

Designed by leading experts in the field, the course provides professional development options and career pathways for students at all levels of industry organisations. It is ideal for students wishing to commence or enhance their pharmaceutical industry manufacturing career with an industry-recognised qualification.

",None
Master of TESOL and Applied Linguistics,None,"UTS is a leading provider of postgraduate TESOL and Applied Linguistics courses, with academics who are published authors and internationally recognised experts in the field. This course meets the advanced professional development needs of a wide range of English language teachers in Australia and provides an internationally recognised qualification for teaching children, teenagers and adults, including higher education students. The course features flexible study options, with classes held at times suitable for students working standard full-time hours. Credit recognition may be available.

The course enables students to specialise in one of three streams. The first stream focuses on teaching English for academic purposes where graduates teach English to international students who are studying or seeking to study university courses in institutions where English is the medium of instruction; employers of these graduates are typically English language colleges or universities in Australia or overseas. The second stream is designed for teaching adults who are developing their English language, literacy and/ or numeracy skills as part of a migrant education and settlement program; a ‘second chance’ education program; a job-seeker, vocational or workplace program; or a community education program. Employers for graduates from this second stream include colleges in the vocational education and training sector, community education providers and industries. The third stream is for school teachers who work in Australia or overseas who teach English as an additional language and literacy to primary or secondary school students; graduates from this stream will typically be employed by schools.

Read what our graduates say about our TESOL and Applied Linguistics courses

Download a TESOL and Applied Linguistics flyer



",None
Master of Physiotherapy,None,"The Master of Physiotherapy is a two-year, graduate-entry degree leading to eligibility for registration as a physiotherapist in Australia. Innovative and practice-based in approach, the course's core areas of study include musculoskeletal, neurological, orthopaedic and cardiorespiratory physiotherapy across the lifespan.

In addition to core areas of physiotherapy, students learn about evidence-based and professional practice, interprofessional teamwork and leadership, and undertake a research project. Advanced subjects include treatment of complex patients, health promotion and community rehabilitation. All students develop a professional portfolio designed to reflect professional competencies.

Developed by experienced physiotherapy academics, the course's subject matter is delivered in an integrated, student-focused manner, making use of cutting-edge technologies. This course has been developed in consultation with a working party of experienced physiotherapy clinicians in hospitals and private practice. The discipline has strong links with industry.

Over the two-year course students complete approximately 700–800 hours of clinical placement, sourced for them, addressing a variety of client groups across the lifespan. Clinical placements in hospitals and private practice are carefully selected to complement in-class learning and offer supervision by experienced physiotherapists. Students are allocated placements within the Sydney metropolitan area, with potential opportunities also available in rural and regional settings.

",None
Master of Professional Engineering,None,"This course provides an opportunity at master's level for technical specialists and professional engineers who have completed either a three-year Bachelor of Technology or a four-year Bachelor of Engineering to graduate with an Engineers Australia-accredited, professional engineering qualification. The course enables students to deepen knowledge and expertise in their field of specialisation to be ready to practise in engineering.

The Master of Professional Engineering is designed to incorporate an integrated approach to professional engineering practice through professional engineering subjects, major-specific subjects, an independent project, and engineering practice stream.

Students who have completed a Bachelor of Engineering that is accredited by Engineers Australia should apply for the Master of Engineering (C04271) or Master of Engineering (Extension) (C04277).

This course allows students to choose a program of study that not only helps to deepen the body of knowledge acquired in their first degree, but also gives them an opportunity to embark on a 12-week professional experience or equivalent (as required by Engineers Australia). It also provides a unique opportunity to deepen their knowledge and gain practical skills by undertaking an independent engineering graduate project in their chosen major.

",None
Master of Engineering Management,None,"The Master of Engineering Management (MEM) is an opportunity for engineers, technical specialists and non-technical professionals to build and stretch their managerial skills and integrate their business and technical knowledge.

The MEM has been specifically designed to emphasise the interface between engineering, technology and management. The integration of carefully tailored coursework and an independent project delivers graduates who understand the professional, societal and environmental context and have developed a range of management and engineering capabilities to respond to it.

",None
Master of Property Development and Investment,None,"This course is designed for both property and real estate investment practitioners, and graduates in related fields who wish to extend their qualifications and expertise in property development and investment. Graduates have a commitment to professionalism in the property and real estate investment sectors.

This course is for property and investment professionals who want to upgrade their qualifications or expertise or for those who wish to enter the property and real estate investment industries. In the first year students develop an understanding of how to balance private and public interests in urban development, how to evaluate real estate assets, and how to assess development feasibility.

",None
Master of Property Development and Planning,None,"This course is designed for both property and planning practitioners, and graduates in related fields who wish to extend their qualifications and expertise in property development and planning. Graduates have a commitment to professionalism in the property and planning sector.

This course is for property and planning professionals who want to upgrade their qualifications or expertise or for those who wish to enter the property and planning industries. In their first year students develop an understanding of how to balance private and public interests in urban development, how urban economies work, how urban design and sustainability principles are applied, and how development feasibility is assessed.

",None
Master of Property Development and Project Management,None,"The UTS Master of Property Development and Project Management is designed to enhance knowledge and opportunities for professionals in property and project management, and to enable graduates in related fields to extend their qualifications and expertise to embark on careers in property development and project management.

The course provides a mix of foundational and advanced knowledge in both disciplines. Students develop an appreciation of the ways the two fields work together as they gain knowledge and experience in applying concepts in both disciplines. Examples include learning how to balance private and public interests in urban development, how to assess development feasibility, and how to apply the principles of project management.

",None
Juris Doctor Graduate Certificate in Professional Legal Practice,None,"This course is the only integrated law and Practical Legal Training (PLT) degree in Sydney, and meets both the academic and practical requirements for admission to practise law in NSW. Like the standard Juris Doctor, this course is an Australian Qualifications Framework Level 9 master's degree that builds knowledge and experience in fundamental legal theory.

Students engage with industry-informed, academically rigorous and highly practical courses, choosing from flexible learning options that include day and evening classes (core subjects), block study (selected subjects) and online learning (electives), as well as selected recorded lectures and podcasts. In addition to standard part-time and full-time study modes, students can fast-track their progress by enrolling in Summer sessions to complete the degree in just three years.

",None
Master of Advanced Journalism,None,"The Master of Advanced Journalism is designed to meet the needs of mid-career journalists and graduates seeking a career change. It is a highly industry-focused course that equips students with deep knowledge of journalism, technical skills and the adaptive capacities needed in the current digital dominated media environment. Students who successfully complete the course have current, and forward-looking skills that allow them to operate in digital newsrooms and on other digital facing programs.

The Master of Advanced Journalism equips students with the skills, deep knowledge and adaptive capabilities to build a career in today's rapidly changing and often highly disrupted media landscape.

Students gain hands-on experience in reporting, editing and related production and design skills in a wide variety of text, audio and visual mediums like our award-winning UTS Central News platform or the Foreign Correspondent Study Tour, which is an exclusive partnership with SBS News and SBS Online, giving students the opportunity to file news stories on the ground with the chance of being published.

Students have the opportunity to use, experience and think about emerging areas of journalistic practice, including drones, virtual reality and computer-assisted reporting, and work with leading practitioners in investigative, sports and entrepreneurial journalism.

The overarching aim is to foster agility and innovation in the local, regional and global media landscape which is evidenced by students who gain internships at the Guardian or regional reporting assignments.

The Master of Advanced Journalism is suitable for anyone interested in learning how to fully harness the power of journalism, from existing media professionals and journalism graduates needing to upgrade skills or try new things to people interested in realising the full potential of digital disruption.

",None
Master of Strategic Supply Chain Management,None,"The ever-growing interest among business managers and academics in supply chains, the emergence of advanced service economies, connected information systems including disruptive technologies, cloud computing and data analytics, new management practices and approaches, and the pressure of global competition has placed a premium on those who have a broad understanding of how to plan and manage complex business operations and related processes. Further, in today's volatile environment, risk and complexity in supply chains have been major issues faced by industry which encourages businesses to engender a more organic capability to deal with unexpected disruptions. The Master of Strategic Supply Chain Management is designed for those who wish to gain significant insight and skills in these areas.

The course is designed to cater for the needs of those employed in all business sectors, including private, public and not-for-profit, and who seek advanced knowledge of supply chain networks, procurement strategies, operations, and logistics management.

",None
Master of Strategic Supply Chain Management (Extension),None,"The course offers a comprehensive and holistic set of skills in the strategic and tactical aspects of operations, logistics, procurement and supply chain management. Students emerge from the course with contemporary and relevant knowledge that allows them to manage complex business operations that may extend globally.

This enables students to address the ever-growing interest among business managers and academics in supply chains, the emergence of advanced service economies, connected information systems including disruptive technologies, cloud computing and data analytics, new management practices and approaches, and the pressure of global competition.

The Extension course with additional subject choices provides the opportunity to specialise more deeply in the core strategic and tactical aspects of network and logistics network design, as well as the systematic application of improvement methodology within operations, procurement and supply chain processes which help reduce variability and uncertainty through the supply chain, enabling better control of product and service qualities.

",None
Master of High Performance Sport,None,"The Master in High Performance Sport is designed for students from diverse backgrounds and delivered using flexible learning methods suitable for working professionals, domestic and international students. The course structure enables full-time or part-time study where students can enter or exit at a Graduate Certificate (4 subjects), Graduate Diploma (8 subjects) or Master’s (12 subjects) level. This nested course structure provides a solid grounding of the knowledge and skills required in a variety of high performance sport careers whilst offering the opportunity to advance and tailor knowledge and skills development at an advanced level.

The course is developed and delivered in collaboration with industry experts from the field, with each subject comprising of a mix of theory and evidence-based practice. Research-inspired course content is delivered by world-leading academics and industry partners, which allows students to apply an expert level of knowledge and understanding to a range of areas that meets the diverse needs of the high performance sport industry. Graduates enter the workforce as expert and collaborative problem solvers, who are capable of leading, managing and inspiring in the field of high performance sport.

In the Master in High Performance Sport students undertake up to three professional internships with organisations in the sport industry. This allows students to apply their knowledge, develop professionally, and network with industry partners. Students are encouraged to develop their ideas and test these in real world environments with practical relevance. Current workplace employment may also be considered for supplemental credit towards these internships. With the completion of three internships, students may be eligible for individual professional accreditation with Exercise and Sport Science Australia (ESSA), the peak national professional association for sport and exercise scientists.

Staff are highly respected globally in the field of sport and exercise science, health and human performance with extensive links to industry both locally and internationally. Their work focuses on collaborating with coaches to enhance athlete welfare and highlights the relationships between physical exercise and optimal performance, health and wellbeing in a range of diverse populations. Unique characteristics of the Master in High Performance Sport include its flexible curriculum, exposure to world-leaders in high performance sport and content suited to student-specific learning goals that meet the extensive requirements of industry.

Subjects are delivered online, and students are able to contextualise their learning to their local industry and community needs as well as experience expertise from world leading sport performance professionals.

As subjects are delivered online, there is no requirement for international students to leave their home country and work integrated learning experiences can be organised locally.

Domestic students also have access to the UTS Sport, Exercise & Rehabilitation building at the Moore Park Precinct, where students are supported by world-class infrastructure and state of the art research laboratories alongside several leading sporting organisations. This location provides a unique environment and access to teams and athletic organisations who can also offer students practical placements and internship opportunities.

Overall, this course ensures graduates are prepared both theoretically and practically to succeed in a competitive, dynamic, and global environment to enable athletes and teams achieve lasting success.

",None
Juris Doctor Master of Intellectual Property,None,"UTS has established expertise in and a reputation for providing courses relevant to the needs of the patent and trade mark professions. The UTS Juris Doctor Master of Intellectual Property is the first at an Australian university that fulfils the entire educational requirements for registration as a registered trade marks attorney and patent attorney in Australia under the relevant regulations.

The Juris Doctor (JD) is a graduate law degree that builds on the established reputation of UTS: Law to provide high-calibre, graduate-level education in the theory and practice of the law. It is specifically designed for graduates of disciplines other than law. The Juris Doctor qualifies as an Australian Qualifications Framework level 9 master's degree. The flexible nature of the JD allows students to work while they study and to tailor their workload to suit professional and personal commitments.

This course brings together knowledge and skills across the two areas of intellectual property and law. Students seeking exposure to both areas are able to undertake study in this one integrated course. Upon successful completion of this course students can seek registration as a trade marks attorney and patent attorney in Australia. This course provides students with the academic qualification required for admission to legal practice. Students who undertake additional study in Practical Legal Training (PLT) satisfy the practical requirements to seek admission, together with the academic requirements, to legal practice. UTS offers PLT with the Graduate Certificate in Professional Legal Practice (C11232).

",None
Juris Doctor Graduate Certificate in Trade Mark Law and Practice,None,"UTS has established expertise and a reputation for providing courses relevant to the needs of the patent and trade marks professions. This course reflects the range of topics required for registration as a trade marks attorney in Australia under the relevant regulations. The Juris Doctor (JD) is a graduate law degree that builds on the established reputation of UTS: Law to provide high-calibre, graduate-level education in the theory and practice of the law. It is specifically designed for graduates of disciplines other than law.

This trade mark law component of the course provides graduates with an understanding of the principles of the registered trade mark system, the protection of unregistered marks and related forms of protection against misleading or unfair trading conduct in Australia. The unique feature is that it may be undertaken entirely online, removing the need for students to attend face-to-face classes.

The Juris Doctor component qualifies as an Australian Qualifications Framework level 9 master's degree. The flexible nature of the JD allows students to work while they study and to tailor their workload to suit professional and personal commitments.

",None
Master of Palliative Care,None,"Designed for health professionals looking to extend their palliative care capabilities to work at an advanced level, this interdisciplinary course equips students with the clinical performance capabilities and critical decision-making and leadership skills required to become a palliative care expert.

Developed and delivered in collaboration with leading contemporary experts in palliative care, each of the 12 subjects comprises a mix of theory, evidence-based and clinical practice. Subjects include a range of current healthcare contexts (including complex communication, social justice, law and ethics, public health, advanced pharmacology and physical assessment) so students can practise safely and proficiently to provide person-centred health care and contribute to quality outcomes for those in their care.

The course ensures graduates are practice-ready, able to work in dynamic and changeable health environments, and prepared to make significant contributions to improve patient outcomes.

With a curriculum heavily influenced by industry partners, the course is grounded in evidence-based, person-centred healthcare practice. It integrates theory and practice-based learning and assessment in a combination of online learning, classroom, state-of-the-art simulation laboratories and authentic clinical settings.

Students learn from expert academics as well as guest lecturers from industry in a range of teaching methods, such as participatory online and real-time learning activities, communities of practice, media resources, podcasts and case-based scenarios.

",None
Master of Event Management (Extension),None,"The Master of Event Management (Extension) provides a substantial overview of the events industry and is designed to develop advanced professional skills and knowledge to sufficiently equip students for management positions in the broad and multifaceted events industry. With this in mind, the program includes subjects that seek to develop an understanding of event creation, planning, delivery, marketing and evaluation processes and practices of various forms of events in both Australian and international contexts.

The course is designed to expose students to best practice, current issues, and emerging trends in event management. Industry experts are engaged throughout course and assessment design and subject delivery to ensure the integration of real-world practice against cutting edge theory. Research-inspired course content is delivered by world-leading academics and industry partners.

The course strongly focuses on professional practice, including two innovative capstone subjects – Industry Research Project or Internship Experience – which allow students to work on or with contemporary industry issues and opportunities.

",None
Master of Sport Management (Extension),None,"The Master of Sport Management (Extension) provides advanced insights into the operation of the sport industry, both in Australia and internationally. The course is designed to develop professional skills and knowledge to equip students for collaborative and leadership positions in the fast growing, increasingly complex sport sector. With this in mind, the program includes subjects that develop a critical understanding of sport management across the areas of business, globalisation, governance, marketing, media, development, technology, innovation, and social impact. Importantly, the course is designed for students from diverse backgrounds and delivered using flexible learning methods, making it suitable for working professionals as well as domestic and international students.

In comparison to the standard Master's course, the additional elective subject choices in the extension program provide an opportunity to specialise more deeply in sports management and related fields, and further enhance students' business skills, professional practice, specialist knowledge and capabilities.

",None
Master of Data Science and Innovation,None,"The Master of Data Science and Innovation (48cp) is a world-leading program of study in analytics and data science, specifically designed for professionals who have work experience in Data Analytics or IT but wish to enhance their career prospects in Data Science.

Taking a transdisciplinary approach to learning, the course leverages students' rich industry experience, utilises a range of perspectives from diverse fields, and integrates them with hands-on training in innovative approaches and creative thinking towards data problems, equipping graduates with advanced and transferrable skills to leverage the latest data science approaches and best practices in tackling complex problems across a broad range of industries, sectors, and organisations.

The course curriculum and subjects are co-designed and developed by UTS academic data experts and industry partners, and regularly reviewed and updated to keep up with the current market needs and latest data science trends. The course is delivered in a range of modes, including contemporary online and face-to-face learning experiences in UTS's leading-edge facilities.

",None
Master of Not-for-Profit and Social Enterprise Management (Extension),None,"The Master of Not-for-Profit and Social Enterprise (Extension) reflects best practice, current issues, and emerging trends in not-for-profit and social enterprise, and has been designed for individuals who are passionate about social justice, enabling them to develop innovative solutions that have social impact. With this in mind, the program includes subjects that seek to develop an understanding of the not-for-profit sector and the unique skills needed to effectively manage organisations that have a social purpose at their heart in both Australian and international contexts.

This course aims to produce graduates with professional competence in the specialist area of not-for-profit and social enterprise management. In addition, high-level general management competencies needed to develop or manage complex organisations involved in the production of social good are developed.

The course has a strong focus on professional practice, including two innovative capstone subjects – Industry Research Project or Internship Experience – which allow you to work either on or with contemporary industry issues and opportunities.

Elective subject choices provide students an opportunity to shape their knowledge and skills profile to their career needs or aspirations. Course structures include a suggested list of elective options for students to assist their choice and to identify allied or complementary subjects to the not-for-profit and social enterprise fields.

",None
Master of Data Science and Innovation,None,"The Master of Data Science and Innovation is a world-leading program of study in analytics and data science.

Taking a transdisciplinary approach, the course utilises a range of perspectives from diverse fields and integrates them with industry experiences, real-world projects and self-directed study, equipping graduates with an understanding of the potential of analytics to transform practice. The course is delivered in a range of modes, including contemporary online and face-to-face learning experiences in UTS's leading-edge facilities.

Industry partnerships and engagement are a core part of the course. The course curriculum and subjects are co- designed and developed by UTS academic data experts and industry partners, and regularly reviewed and updated to keep up with the current market needs and latest data science trends. During the course study, students have abundant opportunities working on real world data sets/projects.

The dramatic growth of data in every conceivable industry, from oceanography to market research, presents another major driving force in generating unprecedented global demand for data science skills.

",None
Master of Quantitative Finance,None,"Major regulatory changes and the emergence of new types of financial risks mean that skilled quantitative finance professionals are more in demand than ever. The UTS postgraduate Quantitative Finance program is recognised in Australia and overseas as a leading qualification for aspiring and established quantitative finance professionals.

Designed by industry experts and leading UTS quantitative finance academics, it combines the theoretical learning, hands-on experience and professional competencies required to perform at the cutting edge of this specialist discipline. Whether students are just starting out or looking to deepen their quantitative expertise, this course will equip them with the knowledge and skills to measure and manage risk in today’s complex financial markets.

Explore our quantitative finance degrees UTS offers a suite of postgraduate quantitative finance degrees, each with a different area of focus. Students considering the Master of Quantitative Finance may also be interested in the following courses:

Course content is comprised of nine subjects that have been specifically designed for this degree and that are frequently updated to keep pace with industry need.

Students engage with the in-depth study of derivative securities, financial market instruments, probability theory, credit risk, market risk, and numerical and computational methods, among others. They also learn to apply their theoretical learning to industry-relevant assignments in areas such as risk management, valuation of financial instruments, hedging of risks and model implementation.

",None
Master of Genetic Counselling,None,"The two-year, graduate entry coursework Master of Genetic Counselling is the entry-level qualification for work as a genetic counsellor. This program is developed and delivered by experienced genetic counsellors, supported by expert learning designers, broad consultation with the genetic counselling profession and a skilled Curriculum Advisory Committee.

The program is delivered in a way that actively supports students to study from their home areas by utilising a combination of asynchronous interactive online learning and synchronous weekly, timetabled ‘live and online’ classes, supported with a week-long block each session. Expert guest lecturers participate throughout the course, ensuring relevance and real-world application of coursework. Block learning takes place in the Graduate School of Health's education and research facility at UTS City campus or online.

Alongside the coursework, students participate in clinical placements, sourced by UTS, throughout the two-year program. Placements are offered in a variety of settings in Australasia and may include the option of an approved international placement for interested students. Placements are supported by weekly reflective practice supervision. Students undertake research training to equip them with the skills to provide evidence-based care, talk with clients about research participation and findings and seek opportunities for higher degree research in the future.

",None
Master of Business Analytics (Extension),None,"The Master of Business Analytics (Extension) is a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the TD School, students are provided with a course structure which fits their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered in blended mode, combining contemporary online and face-to-face learning experiences in UTS's leading-edge facilities.

The course is suitable for students from both business and IT backgrounds who seek to upskill and develop the skills required to meet the growth in emerging careers in business analytics.

",None
Master of Business Analytics,None,"The Master of Business Analytics is a unique transdisciplinary program of study in business analytics. With subjects drawn from UTS Business School, the Faculty of Engineering and Information Technology and the TD School, students are provided with a course structure that fits their background and experience, as well as flexible specialisations to meet new needs and career interests. The course is delivered in blended mode, combining contemporary online and face-to-face learning experiences in UTS’s leading-edge facilities. In addition to the on-campus degree, UTS offers an online Master of Business Analytics.

The course is suitable for students from both business and IT backgrounds who seek to upskill and develop the skills required to meet the growth in emerging careers in business analytics.

",None
Master of Financial Planning,None,"The Master of Financial Planning is designed for industry professionals who want a successful career as financial planners. The course is specifically designed to suit the needs of financial professionals interested in developing this career path while working full time and covers the core curriculum required for professional accreditation.

The course has been designed to suit the needs of professionals who currently work full time: most subjects are delivered in a mix of online learning and face-to-face interaction over two weekends. The block mode structure means that students can cover the content and complete the assessments for most subjects in a six-week period. This combines the convenience of online learning with the rich experience of class interaction with a group of highly motivated and engaged peers.

",None
Master of Marketing,None,"The Master of Marketing provides the opportunity for students to develop and extend their practical and strategic capabilities required to deliver effective marketing strategies in a range of professional contexts. The course options allow the student to adapt to the changing marketing landscape in the areas of digital marketing and social media, marketing analytics, advertising and communications, strategy and sales management, entrepreneurial marketing, product innovation management and new product development, channel management and business-to-business marketing, marketing research, pricing and revenue management, branding and consumer insights, and the legal and ethical implications of marketing.

The course prepares students to analyse markets and formulate strategies that connect with industry and best practice. The flexible course allows students to complement their existing skill set and support career aspirations. The elective choices span every key marketing field to help facilitate entering or progressing a marketing career across a broad range of industries in Australia and internationally.

",None
